curated_row_id,source_file,source_row_hash,raw_source_file,raw_match_status,raw_match_count,raw_row_hash,raw_match_notes,referencenumber,id,daterequested,requesttype,borough,mainstreet,crossstreet1,crossstreet2,statusdescription,inclusion_status,inclusion_basis,provenance_status,review_required,review_notes
11,output/data_cb5_signal_studies.csv,5442ff317f88540dc28ee55bea545113ccac563c596d55994295a75308afbd30,data_raw/signal_studies_citywide.csv,matched,1,5442ff317f88540dc28ee55bea545113ccac563c596d55994295a75308afbd30,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2443B,227152,2025-07-15T00:00:00.000,Accessible Pedestrian Signal,Queens,FRESH POND ROAD,68 ROAD,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
12,output/data_cb5_signal_studies.csv,ce64078ceb1af7cc824f62870004ff0322597233c75a8f9867eecef163f07a71,data_raw/signal_studies_citywide.csv,matched,1,ce64078ceb1af7cc824f62870004ff0322597233c75a8f9867eecef163f07a71,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2441B,227150,2025-07-14T00:00:00.000,Traffic Signal,Queens,PUTNAM AVENUE,FOREST AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
13,output/data_cb5_signal_studies.csv,683bca29e7d5ac182527aae5cff11985ef0c267fb817c0daf5df75ecb3470538,data_raw/signal_studies_citywide.csv,matched,1,683bca29e7d5ac182527aae5cff11985ef0c267fb817c0daf5df75ecb3470538,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2410B,227119,2025-06-24T00:00:00.000,Traffic Signal,Queens,MYRTLE AVENUE,60 LANE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
14,output/data_cb5_signal_studies.csv,a1ba7103120ab97f3daeeba116d3a97fddde90bf590e19d626e6946154f64dda,data_raw/signal_studies_citywide.csv,matched,1,a1ba7103120ab97f3daeeba116d3a97fddde90bf590e19d626e6946154f64dda,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2359,227068,2025-07-11T00:00:00.000,All-Way Stop,Queens,78 AVENUE,60 STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
15,output/data_cb5_signal_studies.csv,f9789eb85cbb9f7d15df6ba82f715f11d3557980167cf0816adc630782cc7ba0,data_raw/signal_studies_citywide.csv,matched,1,f9789eb85cbb9f7d15df6ba82f715f11d3557980167cf0816adc630782cc7ba0,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2292,227001,2025-07-02T00:00:00.000,Traffic Signal,Queens,STARR STREET,ONDERDONK AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
16,output/data_cb5_signal_studies.csv,ef538a0e997ea0bea20b4e907606fc25236b9c8b59db37b63b5cb0654fad4cf1,data_raw/signal_studies_citywide.csv,matched,1,ef538a0e997ea0bea20b4e907606fc25236b9c8b59db37b63b5cb0654fad4cf1,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2240,225958,2025-06-30T00:00:00.000,Traffic Signal,Queens,DEKALB AVENUE,ONDERDONK AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
17,output/data_cb5_signal_studies.csv,23b183f72f80ed9a8dcd7227dc3485c1f154dca8a830dbd7e5f944adcbe31329,data_raw/signal_studies_citywide.csv,matched,1,23b183f72f80ed9a8dcd7227dc3485c1f154dca8a830dbd7e5f944adcbe31329,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2094B,224822,2025-05-30T00:00:00.000,Traffic Signal,Queens,BORDEN AVENUE,MAURICE AVENUE,LONG ISLAND EXPRESSWAY,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
18,output/data_cb5_signal_studies.csv,180f21590f149af464e6f57c4121e343bb905fde4a70caa39656560a7f533a41,data_raw/signal_studies_citywide.csv,matched,1,180f21590f149af464e6f57c4121e343bb905fde4a70caa39656560a7f533a41,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2062,224790,2025-06-09T00:00:00.000,Traffic Signal,Queens,COOPER AVENUE,60 LANE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
19,output/data_cb5_signal_studies.csv,ae0f3ef81d2bc030d1e987284750f72f667bb83128f004d25c39628413d5b5ff,data_raw/signal_studies_citywide.csv,matched,1,ae0f3ef81d2bc030d1e987284750f72f667bb83128f004d25c39628413d5b5ff,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2040,224768,2025-06-04T00:00:00.000,All-Way Stop,Queens,76 STREET,78 AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
20,output/data_cb5_signal_studies.csv,003f6bf34a4fc869d8832ead38a6dea74e1d642f9c74adce836fa442a54d13bb,data_raw/signal_studies_citywide.csv,matched,1,003f6bf34a4fc869d8832ead38a6dea74e1d642f9c74adce836fa442a54d13bb,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-2000,224728,2025-05-30T00:00:00.000,All-Way Stop,Queens,72 PLACE,COOPER AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
21,output/data_cb5_signal_studies.csv,4f467f731b33c3e060b0cd5615d76700f2cafef486262db9c96ec95d6865dda7,data_raw/signal_studies_citywide.csv,matched,1,4f467f731b33c3e060b0cd5615d76700f2cafef486262db9c96ec95d6865dda7,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1999,224727,2025-05-30T00:00:00.000,All-Way Stop,Queens,MENAHAN STREET,60 PLACE,240 STREET,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
22,output/data_cb5_signal_studies.csv,fbe9b1e9e56387c58fb889880749b99a66162bb7c09591b0705b0a0f577df4ec,data_raw/signal_studies_citywide.csv,matched,1,fbe9b1e9e56387c58fb889880749b99a66162bb7c09591b0705b0a0f577df4ec,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1907B,224635,2025-05-27T00:00:00.000,Accessible Pedestrian Signal,Queens,METROPOLITAN AVENUE,74 STREET,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
23,output/data_cb5_signal_studies.csv,11db908e923ee3833bf0ab169d416e5905ee1dcbebd1b224ab3a2273d965b59c,data_raw/signal_studies_citywide.csv,matched,1,11db908e923ee3833bf0ab169d416e5905ee1dcbebd1b224ab3a2273d965b59c,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1904B,224632,2025-05-27T00:00:00.000,Left Turn Arrow/Signal,Queens,FOREST AVENUE,CATALPA AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
24,output/data_cb5_signal_studies.csv,2d7169646dd97f706cd4209eb2eca8dda70265e4f0f2caa411fd2fc4dbdca946,data_raw/signal_studies_citywide.csv,matched,1,2d7169646dd97f706cd4209eb2eca8dda70265e4f0f2caa411fd2fc4dbdca946,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1833B,224561,2025-05-15T00:00:00.000,Accessible Pedestrian Signal,Queens,STOCKHOLM STREET,SENECA AVENUE,,Case Forward to Another Unit,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
25,output/data_cb5_signal_studies.csv,6ea2a0bd4417f21b9173ee00f41fb25c0ad6c2faa820ae340ea5f41343d0ca4e,data_raw/signal_studies_citywide.csv,matched,1,6ea2a0bd4417f21b9173ee00f41fb25c0ad6c2faa820ae340ea5f41343d0ca4e,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1762B,223494,2025-05-09T00:00:00.000,Traffic Signal,Queens,WOODHAVEN BOULEVARD,UNION TURNPIKE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
26,output/data_cb5_signal_studies.csv,0f01bd6fe12a64bed30df7fd9825ab06a1396418ed4b8973f3ed9c6cbc9dabd3,data_raw/signal_studies_citywide.csv,matched,1,0f01bd6fe12a64bed30df7fd9825ab06a1396418ed4b8973f3ed9c6cbc9dabd3,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1691B,220433,2025-05-09T00:00:00.000,Accessible Pedestrian Signal,Queens,71 AVENUE,MYRTLE AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
27,output/data_cb5_signal_studies.csv,3015d0810f93b8d0ca7c2d4d69c13bdd4a237913716c777be1bbcf4d9ddc1444,data_raw/signal_studies_citywide.csv,matched,1,3015d0810f93b8d0ca7c2d4d69c13bdd4a237913716c777be1bbcf4d9ddc1444,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1652B,219415,2025-04-28T00:00:00.000,Leading Pedestrian Interval,Queens,WYCKOFF AVENUE,COOPER AVENUE,LONG ISLAND RAILROAD,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
28,output/data_cb5_signal_studies.csv,73a6c2b6e68d4f38c271cb4ecf82a46cf87d48bfc623c4d14a561a6d4c062bd7,data_raw/signal_studies_citywide.csv,matched,1,73a6c2b6e68d4f38c271cb4ecf82a46cf87d48bfc623c4d14a561a6d4c062bd7,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1622B,219385,2025-04-25T00:00:00.000,Left Turn Arrow/Signal,Queens,CENTRAL AVENUE,CYPRESS HILLS STREET,64 STREET,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
29,output/data_cb5_signal_studies.csv,4cdeeede1dca886672072a94c9c2a0fd7c6f008fb558a890d0c06f0a37b8b13b,data_raw/signal_studies_citywide.csv,matched,1,4cdeeede1dca886672072a94c9c2a0fd7c6f008fb558a890d0c06f0a37b8b13b,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1511,219274,2025-05-01T00:00:00.000,Traffic Signal,Queens,FLUSHING AVENUE,56 STREET,LONG ISLAND RAILROAD,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
30,output/data_cb5_signal_studies.csv,a83d5cdaa8aad587183431c5f64232de505f2b6137e99d9c01f1fa8beb66c174,data_raw/signal_studies_citywide.csv,matched,1,a83d5cdaa8aad587183431c5f64232de505f2b6137e99d9c01f1fa8beb66c174,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1510,219273,2025-05-01T00:00:00.000,Traffic Signal,Queens,61 STREET,57 ROAD,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
31,output/data_cb5_signal_studies.csv,354d1962c3d8fe5210c59cd9adc562d64783d5b88ad9dc3da1c7bf0c7f0f0417,data_raw/signal_studies_citywide.csv,matched,1,354d1962c3d8fe5210c59cd9adc562d64783d5b88ad9dc3da1c7bf0c7f0f0417,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1507,219270,2025-05-01T00:00:00.000,Traffic Signal,Queens,69 PLACE,65 DRIVE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
32,output/data_cb5_signal_studies.csv,100ce2b62523c2c7f61be2bb1192b38aff16b883561e326f2e04af6464117326,data_raw/signal_studies_citywide.csv,matched,1,100ce2b62523c2c7f61be2bb1192b38aff16b883561e326f2e04af6464117326,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1492,219255,2025-04-30T00:00:00.000,Traffic Signal,Queens,EDSALL AVENUE,75 STREET,70 AVENUE,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
33,output/data_cb5_signal_studies.csv,f8710ab1e39194045b2571518466924e66502c13f4467f8bd8f2298347bd9fff,data_raw/signal_studies_citywide.csv,matched,1,f8710ab1e39194045b2571518466924e66502c13f4467f8bd8f2298347bd9fff,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1333,218127,2025-04-18T00:00:00.000,Traffic Signal,Queens,69 STREET,62 AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
34,output/data_cb5_signal_studies.csv,203ef80962eee144d488c5ffb928d2057e8f08726ef074080a1d52722eebc5b2,data_raw/signal_studies_citywide.csv,matched,1,203ef80962eee144d488c5ffb928d2057e8f08726ef074080a1d52722eebc5b2,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1196,217004,2025-03-14T00:00:00.000,Traffic Signal,Queens,GATES AVENUE,GRANDVIEW AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
35,output/data_cb5_signal_studies.csv,fbb62e52b6cd4c9e685bcc49d308703ba947f648616bb6c2cfa77c2587bee26d,data_raw/signal_studies_citywide.csv,matched,1,fbb62e52b6cd4c9e685bcc49d308703ba947f648616bb6c2cfa77c2587bee26d,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-1194,217002,2025-03-12T00:00:00.000,Traffic Signal,Queens,78 AVENUE,84 STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
36,output/data_cb5_signal_studies.csv,c63a35faf63642e9c147b06ea3bed4dfdd22a1a3597bc7c885be50bfcdc24e83,data_raw/signal_studies_citywide.csv,matched,1,c63a35faf63642e9c147b06ea3bed4dfdd22a1a3597bc7c885be50bfcdc24e83,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-0725B,214570,2025-03-11T00:00:00.000,Left Turn Arrow/Signal,Queens,JUNIPER VALLEY ROAD,80 STREET,DRY HARBOR ROAD,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
37,output/data_cb5_signal_studies.csv,3a77a6784bf1edcbf6211ccda71dea500c89386dcdea5ee4a509f2c640faa328,data_raw/signal_studies_citywide.csv,matched,1,3a77a6784bf1edcbf6211ccda71dea500c89386dcdea5ee4a509f2c640faa328,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-0582B,214427,2025-03-10T00:00:00.000,Accessible Pedestrian Signal,Queens,STEPHEN STREET,CYPRESS AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
38,output/data_cb5_signal_studies.csv,9b0e8972d5f2357ecb2e0570a5e1848e479c384f7a6d88af94493cb79fe40954,data_raw/signal_studies_citywide.csv,matched,1,9b0e8972d5f2357ecb2e0570a5e1848e479c384f7a6d88af94493cb79fe40954,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-0556,214401,2025-03-10T00:00:00.000,All-Way Stop,Queens,60 STREET,56 DRIVE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
39,output/data_cb5_signal_studies.csv,630dc23ef7e3919e8cad9588f0fd7edb623beb6230103eb2fa27134a9999a9d1,data_raw/signal_studies_citywide.csv,matched,1,630dc23ef7e3919e8cad9588f0fd7edb623beb6230103eb2fa27134a9999a9d1,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-0497B,214342,2025-02-26T00:00:00.000,Left Turn Arrow/Signal,Queens,69 STREET,JUNIPER VALLEY ROAD,69 PLACE,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
40,output/data_cb5_signal_studies.csv,100fafa8c53a6e7412558c53e0c8d5719b349b40d9352b1492342c0bdeaa5a93,data_raw/signal_studies_citywide.csv,missing_from_raw_snapshot,0,,No row with matching id and referencenumber exists in the committed raw Signal Studies snapshot; requires source refresh or manual provenance review.,CQ25-0457B,214302,2025-02-18T00:00:00.000,Left Turn Arrow/Signal,Queens,ELIOT AVENUE,LUTHERAN AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
41,output/data_cb5_signal_studies.csv,87adf5c6e4488bdd6c72447d21283ef9800f5d801281f0c89d7db5330da38bd0,data_raw/signal_studies_citywide.csv,matched,1,87adf5c6e4488bdd6c72447d21283ef9800f5d801281f0c89d7db5330da38bd0,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-0412,214257,2025-02-19T00:00:00.000,All-Way Stop,Queens,FAIRVIEW AVENUE,GREENE AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
42,output/data_cb5_signal_studies.csv,9716fd64e7d3473831994d1fb50fae307b9aa03e7e931e5d3431c53f50ab4de9,data_raw/signal_studies_citywide.csv,matched,1,9716fd64e7d3473831994d1fb50fae307b9aa03e7e931e5d3431c53f50ab4de9,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-0361B,214206,2025-02-10T00:00:00.000,Traffic Signal,Queens,WOODHAVEN BOULEVARD,ELIOT AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
43,output/data_cb5_signal_studies.csv,3cd17d1044e4a1f367261c2577886ee975f3eb631f958c129252a611bd50a406,data_raw/signal_studies_citywide.csv,matched,1,3cd17d1044e4a1f367261c2577886ee975f3eb631f958c129252a611bd50a406,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-0296B,214141,2025-02-03T00:00:00.000,Leading Pedestrian Interval,Queens,86 STREET,ELIOT AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
44,output/data_cb5_signal_studies.csv,e04649eaafb929b4b0432fde53246adeecade18d1fd1dea408c3bc76f4b628e3,data_raw/signal_studies_citywide.csv,matched,1,e04649eaafb929b4b0432fde53246adeecade18d1fd1dea408c3bc76f4b628e3,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ25-0286B,214131,2025-01-28T00:00:00.000,Leading Pedestrian Interval,Queens,ELIOT AVENUE,84 STREET,85 STREET,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
